"store_name","product_name","category_name","model_year","quantity","list_price"
"Santa Cruz Bikes","Strider Sport 16 - 2018","Children Bicycles",2018,16,"249.99"
"Santa Cruz Bikes","Strider Strider 20 Sport - 2018","Children Bicycles",2018,28,"289.99"
"Santa Cruz Bikes","Trek Superfly 20 - 2018","Children Bicycles",2018,1,"399.99"
"Santa Cruz Bikes","Trek Precaliber 12 Girl's - 2018","Children Bicycles",2018,27,"199.99"
"Santa Cruz Bikes","Trek Kickster - 2018","Children Bicycles",2018,23,"159.99"
"Santa Cruz Bikes","Trek Precaliber 12 Boy's - 2018","Children Bicycles",2018,22,"199.99"
"Santa Cruz Bikes","Trek Precaliber 16 Boy's - 2018","Children Bicycles",2018,16,"209.99"
"Santa Cruz Bikes","Trek Precaliber 16 Girl's - 2018","Children Bicycles",2018,6,"209.99"
"Santa Cruz Bikes","Trek Precaliber 20 6-speed Boy's - 2018","Children Bicycles",2018,14,"289.99"
"Santa Cruz Bikes","Trek Precaliber 20 6-speed Girl's - 2018","Children Bicycles",2018,20,"289.99"
"Santa Cruz Bikes","Trek Precaliber 20 Boy's - 2018","Children Bicycles",2018,19,"229.99"
"Santa Cruz Bikes","Trek Precaliber 20 Girl's - 2018","Children Bicycles",2018,28,"229.99"
"Santa Cruz Bikes","Trek Precaliber 24 (7-Speed) - Boys - 2018","Children Bicycles",2018,7,"319.99"
"Santa Cruz Bikes","Trek Precaliber 24 21-speed Boy's - 2018","Children Bicycles",2018,13,"369.99"
"Santa Cruz Bikes","Trek Precaliber 24 21-speed Girl's - 2018","Children Bicycles",2018,17,"369.99"
"Santa Cruz Bikes","Trek Precaliber 24 7-speed Girl's - 2018","Children Bicycles",2018,17,"319.99"
"Santa Cruz Bikes","Trek Superfly 24 - 2017/2018","Children Bicycles",2018,23,"489.99"
"Santa Cruz Bikes","Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018","Children Bicycles",2018,11,"319.99"
"Santa Cruz Bikes","Electra Cyclosaurus 1 (16-inch) - Boy's - 2018","Children Bicycles",2018,6,"279.99"
"Santa Cruz Bikes","Electra Heartchya 1 (20-inch) - Girl's - 2018","Children Bicycles",2018,10,"319.99"
"Santa Cruz Bikes","Electra Savannah 1 (20-inch) - Girl's - 2018","Children Bicycles",2018,27,"319.99"
"Santa Cruz Bikes","Electra Soft Serve 1 (16-inch) - Girl's - 2018","Children Bicycles",2018,20,"279.99"
"Santa Cruz Bikes","Electra Starship 1 16 - 2018","Children Bicycles",2018,28,"279.99"
"Santa Cruz Bikes","Electra Straight 8 1 (16-inch) - Boy's - 2018","Children Bicycles",2018,2,"279.99"
"Santa Cruz Bikes","Electra Straight 8 1 (20-inch) - Boy's - 2018","Children Bicycles",2018,9,"389.99"
"Santa Cruz Bikes","Electra Superbolt 1 20 - 2018","Children Bicycles",2018,2,"319.99"
"Santa Cruz Bikes","Electra Superbolt 3i 20 - 2018","Children Bicycles",2018,8,"369.99"
"Santa Cruz Bikes","Electra Sweet Ride 1 (20-inch) - Girl's - 2018","Children Bicycles",2018,9,"319.99"
"Santa Cruz Bikes","Electra Sweet Ride 3i (20-inch) - Girls' - 2018","Children Bicycles",2018,30,"369.99"
"Santa Cruz Bikes","Electra Tiger Shark 1 (20-inch) - Boys' - 2018","Children Bicycles",2018,18,"319.99"
"Santa Cruz Bikes","Electra Tiger Shark 3i (20-inch) - Boys' - 2018","Children Bicycles",2018,3,"369.99"
"Santa Cruz Bikes","Electra Treasure 1 20 - 2018","Children Bicycles",2018,24,"319.99"
"Santa Cruz Bikes","Electra Treasure 3i 20 - 2018","Children Bicycles",2018,9,"369.99"
"Santa Cruz Bikes","Electra Under-The-Sea 1 16 - 2018","Children Bicycles",2018,22,"279.99"
"Santa Cruz Bikes","Electra Water Lily 1 (16-inch) - Girl's - 2018","Children Bicycles",2018,26,"279.99"
"Santa Cruz Bikes","Electra Townie Original 21D - 2018","Comfort Bicycles",2018,18,"559.99"
"Santa Cruz Bikes","Electra Townie Balloon 3i EQ Ladies' - 2018","Comfort Bicycles",2018,7,"799.99"
"Santa Cruz Bikes","Electra Townie Balloon 7i EQ - 2018","Comfort Bicycles",2018,10,"899.99"
"Santa Cruz Bikes","Electra Townie Original 1 - 2018","Comfort Bicycles",2018,0,"449.99"
"Santa Cruz Bikes","Electra Townie Go! 8i - 2017/2018","Comfort Bicycles",2018,12,"2599.99"
"Santa Cruz Bikes","Electra Townie Original 21D EQ - 2017/2018","Comfort Bicycles",2018,15,"679.99"
"Santa Cruz Bikes","Electra Townie Balloon 3i EQ - 2017/2018","Comfort Bicycles",2018,23,"749.99"
"Santa Cruz Bikes","Electra Townie Balloon 7i EQ Ladies' - 2017/2018","Comfort Bicycles",2018,21,"899.99"
"Santa Cruz Bikes","Electra Townie Balloon 8D EQ - 2016/2017/2018","Comfort Bicycles",2018,17,"749.99"
"Santa Cruz Bikes","Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018","Comfort Bicycles",2018,23,"749.99"
"Santa Cruz Bikes","Electra Townie Commute 27D - 2018","Comfort Bicycles",2018,7,"899.99"
"Santa Cruz Bikes","Electra Townie Commute 27D Ladies - 2018","Comfort Bicycles",2018,18,"899.99"
"Santa Cruz Bikes","Electra Townie Commute 8D - 2018","Comfort Bicycles",2018,20,"749.99"
"Santa Cruz Bikes","Electra Townie Commute 8D Ladies' - 2018","Comfort Bicycles",2018,23,"699.99"
"Santa Cruz Bikes","Electra Townie Original 1 Ladies' - 2018","Comfort Bicycles",2018,14,"449.99"
"Baldwin Bikes","Trek 820 - 2016","Mountain Bikes",2016,14,"379.99"
"Baldwin Bikes","Ritchey Timberwolf Frameset - 2016","Mountain Bikes",2016,16,"749.99"
"Baldwin Bikes","Surly Wednesday Frameset - 2016","Mountain Bikes",2016,28,"999.99"
"Baldwin Bikes","Trek Fuel EX 8 29 - 2016","Mountain Bikes",2016,2,"2899.99"
"Baldwin Bikes","Heller Shagamaw Frame - 2016","Mountain Bikes",2016,1,"1320.99"
"Baldwin Bikes","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",2016,11,"469.99"
"Baldwin Bikes","Trek Slash 8 27.5 - 2016","Mountain Bikes",2016,8,"3999.99"
"Baldwin Bikes","Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",2016,1,"1799.99"
"Baldwin Bikes","Trek Conduit+ - 2016","Electric Bikes",2016,17,"2999.99"
"Baldwin Bikes","Surly Straggler - 2016","Cyclocross Bicycles",2016,13,"1549.00"
"Baldwin Bikes","Surly Straggler 650b - 2016","Cyclocross Bicycles",2016,21,"1680.99"
"Baldwin Bikes","Electra Townie Original 21D - 2016","Cruisers Bicycles",2016,2,"549.99"
"Baldwin Bikes","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",2016,1,"269.99"
"Baldwin Bikes","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",2016,18,"269.99"
"Baldwin Bikes","Electra Moto 1 - 2016","Cruisers Bicycles",2016,6,"529.99"
"Baldwin Bikes","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",2016,20,"599.99"
"Baldwin Bikes","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles",2016,3,"429.00"
"Baldwin Bikes","Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles",2016,13,"449.00"
"Baldwin Bikes","Pure Cycles William 3-Speed - 2016","Cruisers Bicycles",2016,15,"449.00"
"Baldwin Bikes","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",2016,20,"599.99"
"Baldwin Bikes","Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",2016,16,"269.99"
"Baldwin Bikes","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",2016,0,"269.99"
"Baldwin Bikes","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",2016,12,"299.99"
"Baldwin Bikes","Electra Townie Original 21D - 2016","Comfort Bicycles",2016,16,"549.99"
"Baldwin Bikes","Electra Townie Original 7D - 2015/2016","Comfort Bicycles",2016,18,"499.99"
"Baldwin Bikes","Electra Townie Original 7D EQ - 2016","Comfort Bicycles",2016,2,"599.99"
"Baldwin Bikes","Surly Big Dummy Frameset - 2017","Mountain Bikes",2017,10,"999.99"
"Baldwin Bikes","Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes",2017,25,"2499.99"
"Baldwin Bikes","Trek X-Caliber 8 - 2017","Mountain Bikes",2017,29,"999.99"
"Baldwin Bikes","Surly Ice Cream Truck Frameset - 2017","Mountain Bikes",2017,17,"999.99"
"Baldwin Bikes","Surly Wednesday - 2017","Mountain Bikes",2017,10,"1632.99"
"Baldwin Bikes","Trek Farley Alloy Frameset - 2017","Mountain Bikes",2017,13,"469.99"
"Baldwin Bikes","Surly Wednesday Frameset - 2017","Mountain Bikes",2017,8,"469.99"
"Baldwin Bikes","Trek Session DH 27.5 Carbon Frameset - 2017","Mountain Bikes",2017,24,"469.99"
"Baldwin Bikes","Sun Bicycles Spider 3i - 2017","Mountain Bikes",2017,25,"832.99"
"Baldwin Bikes","Surly Troll Frameset - 2017","Mountain Bikes",2017,15,"832.99"
"Baldwin Bikes","Haro Flightline One ST - 2017","Mountain Bikes",2017,5,"379.99"
"Baldwin Bikes","Haro Flightline Two 26 Plus - 2017","Mountain Bikes",2017,18,"549.99"
"Baldwin Bikes","Trek Stache 5 - 2017","Mountain Bikes",2017,28,"1499.99"
"Baldwin Bikes","Trek Fuel EX 9.8 29 - 2017","Mountain Bikes",2017,15,"4999.99"
"Baldwin Bikes","Haro Shift R3 - 2017","Mountain Bikes",2017,6,"1469.99"
"Baldwin Bikes","Trek Fuel EX 5 27.5 Plus - 2017","Mountain Bikes",2017,16,"2299.99"
"Baldwin Bikes","Trek Fuel EX 9.8 27.5 Plus - 2017","Mountain Bikes",2017,2,"5299.99"
"Baldwin Bikes","Haro SR 1.1 - 2017","Mountain Bikes",2017,24,"539.99"
"Baldwin Bikes","Haro SR 1.2 - 2017","Mountain Bikes",2017,13,"869.99"
"Baldwin Bikes","Haro SR 1.3 - 2017","Mountain Bikes",2017,18,"1409.99"
"Baldwin Bikes","Trek Remedy 9.8 - 2017","Mountain Bikes",2017,0,"5299.99"
"Baldwin Bikes","Trek Emonda S 4 - 2017","Road Bikes",2017,20,"1499.99"
"Baldwin Bikes","Trek Domane SL 6 - 2017","Road Bikes",2017,4,"3499.99"
"Baldwin Bikes","Trek Silque SLR 7 Women's - 2017","Road Bikes",2017,7,"5999.99"
"Baldwin Bikes","Trek Silque SLR 8 Women's - 2017","Road Bikes",2017,8,"6499.99"
"Baldwin Bikes","Surly Steamroller - 2017","Road Bikes",2017,23,"875.99"
"Baldwin Bikes","Surly Ogre Frameset - 2017","Road Bikes",2017,19,"749.99"
"Baldwin Bikes","Trek Domane SL Disc Frameset - 2017","Road Bikes",2017,6,"3199.99"
"Baldwin Bikes","Trek Domane S 6 - 2017","Road Bikes",2017,5,"2699.99"
"Baldwin Bikes","Trek Domane SLR 6 Disc - 2017","Road Bikes",2017,20,"5499.99"
"Baldwin Bikes","Trek Emonda S 5 - 2017","Road Bikes",2017,27,"1999.99"
"Baldwin Bikes","Trek Madone 9.2 - 2017","Road Bikes",2017,15,"4999.99"
"Baldwin Bikes","Trek Domane S 5 Disc - 2017","Road Bikes",2017,17,"2599.99"
"Baldwin Bikes","Sun Bicycles ElectroLite - 2017","Electric Bikes",2017,1,"1559.99"
"Baldwin Bikes","Trek Powerfly 8 FS Plus - 2017","Electric Bikes",2017,20,"4999.99"
"Baldwin Bikes","Trek Boone 7 - 2017","Cyclocross Bicycles",2017,4,"3499.99"
"Baldwin Bikes","Trek Boone Race Shop Limited - 2017","Cyclocross Bicycles",2017,5,"3499.99"
"Baldwin Bikes","Electra Townie Original 7D - 2017","Cruisers Bicycles",2017,30,"489.99"
"Baldwin Bikes","Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles",2017,16,"346.99"
"Baldwin Bikes","Sun Bicycles Revolutions 24 - 2017","Cruisers Bicycles",2017,22,"250.99"
"Baldwin Bikes","Sun Bicycles Revolutions 24 - Girl's - 2017","Cruisers Bicycles",2017,8,"250.99"
"Baldwin Bikes","Sun Bicycles Cruz 3 - 2017","Cruisers Bicycles",2017,23,"449.99"
"Baldwin Bikes","Sun Bicycles Cruz 7 - 2017","Cruisers Bicycles",2017,22,"416.99"
"Baldwin Bikes","Electra Amsterdam Original 3i - 2015/2017","Cruisers Bicycles",2017,6,"659.99"
"Baldwin Bikes","Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles",2017,30,"416.99"
"Baldwin Bikes","Sun Bicycles Biscayne Tandem 7 - 2017","Cruisers Bicycles",2017,1,"619.99"
"Baldwin Bikes","Sun Bicycles Brickell Tandem 7 - 2017","Cruisers Bicycles",2017,20,"749.99"
"Baldwin Bikes","Electra Cruiser Lux 1 - 2017","Cruisers Bicycles",2017,23,"439.99"
"Baldwin Bikes","Electra Cruiser Lux Fat Tire 1 Ladies - 2017","Cruisers Bicycles",2017,11,"599.99"
"Baldwin Bikes","Electra Girl's Hawaii 1 16 - 2017","Cruisers Bicycles",2017,20,"299.99"
"Baldwin Bikes","Electra Glam Punk 3i Ladies' - 2017","Cruisers Bicycles",2017,25,"799.99"
"Baldwin Bikes","Sun Bicycles Biscayne Tandem CB - 2017","Cruisers Bicycles",2017,4,"647.99"
"Baldwin Bikes","Sun Bicycles Boardwalk (24-inch Wheels) - 2017","Cruisers Bicycles",2017,29,"402.99"
"Baldwin Bikes","Sun Bicycles Brickell Tandem CB - 2017","Cruisers Bicycles",2017,27,"761.99"
"Baldwin Bikes","Electra Amsterdam Fashion 7i Ladies' - 2017","Cruisers Bicycles",2017,19,"1099.99"
"Baldwin Bikes","Electra Amsterdam Original 3i Ladies' - 2017","Cruisers Bicycles",2017,4,"659.99"
"Baldwin Bikes","Trek Boy's Kickster - 2015/2017","Children Bicycles",2017,21,"149.99"
"Baldwin Bikes","Sun Bicycles Lil Kitt'n - 2017","Children Bicycles",2017,22,"109.99"
"Baldwin Bikes","Haro Downtown 16 - 2017","Children Bicycles",2017,6,"329.99"
"Baldwin Bikes","Trek Girl's Kickster - 2017","Children Bicycles",2017,24,"149.99"
"Baldwin Bikes","Trek Precaliber 12 Boys - 2017","Children Bicycles",2017,14,"189.99"
"Baldwin Bikes","Trek Precaliber 12 Girls - 2017","Children Bicycles",2017,8,"189.99"
"Baldwin Bikes","Trek Precaliber 16 Boys - 2017","Children Bicycles",2017,8,"209.99"
"Baldwin Bikes","Trek Precaliber 16 Girls - 2017","Children Bicycles",2017,26,"209.99"
"Baldwin Bikes","Trek Precaliber 24 (21-Speed) - Girls - 2017","Children Bicycles",2017,0,"349.99"
"Baldwin Bikes","Haro Shredder 20 - 2017","Children Bicycles",2017,22,"209.99"
"Baldwin Bikes","Haro Shredder 20 Girls - 2017","Children Bicycles",2017,22,"209.99"
"Baldwin Bikes","Haro Shredder Pro 20 - 2017","Children Bicycles",2017,2,"249.99"
"Baldwin Bikes","Electra Girl's Hawaii 1 16 - 2017","Children Bicycles",2017,10,"299.99"
"Baldwin Bikes","Electra Moto 3i (20-inch) - Boy's - 2017","Children Bicycles",2017,22,"349.99"
"Baldwin Bikes","Electra Savannah 3i (20-inch) - Girl's - 2017","Children Bicycles",2017,15,"349.99"
"Baldwin Bikes","Electra Straight 8 3i (20-inch) - Boy's - 2017","Children Bicycles",2017,14,"489.99"
"Baldwin Bikes","Electra Sugar Skulls 1 (20-inch) - Girl's - 2017","Children Bicycles",2017,24,"299.99"
"Baldwin Bikes","Electra Townie 3i EQ (20-inch) - Boys' - 2017","Children Bicycles",2017,12,"489.99"
"Baldwin Bikes","Electra Townie 7D (20-inch) - Boys' - 2017","Children Bicycles",2017,4,"339.99"
"Baldwin Bikes","Electra Townie Original 7D - 2017","Comfort Bicycles",2017,12,"489.99"
"Baldwin Bikes","Sun Bicycles Streamway 3 - 2017","Comfort Bicycles",2017,1,"551.99"
"Baldwin Bikes","Sun Bicycles Streamway - 2017","Comfort Bicycles",2017,26,"481.99"
"Baldwin Bikes","Sun Bicycles Streamway 7 - 2017","Comfort Bicycles",2017,3,"533.99"
"Baldwin Bikes","Sun Bicycles Cruz 3 - 2017","Comfort Bicycles",2017,7,"449.99"
"Baldwin Bikes","Sun Bicycles Cruz 7 - 2017","Comfort Bicycles",2017,29,"416.99"
"Baldwin Bikes","Sun Bicycles Cruz 3 - Women's - 2017","Comfort Bicycles",2017,29,"449.99"
"Baldwin Bikes","Sun Bicycles Cruz 7 - Women's - 2017","Comfort Bicycles",2017,25,"416.99"
"Baldwin Bikes","Sun Bicycles Drifter 7 - 2017","Comfort Bicycles",2017,7,"470.99"
"Baldwin Bikes","Sun Bicycles Drifter 7 - Women's - 2017","Comfort Bicycles",2017,6,"470.99"
"Baldwin Bikes","Trek 820 - 2018","Mountain Bikes",2018,1,"379.99"
"Baldwin Bikes","Trek Marlin 5 - 2018","Mountain Bikes",2018,7,"489.99"
"Baldwin Bikes","Trek Marlin 6 - 2018","Mountain Bikes",2018,12,"579.99"
"Baldwin Bikes","Trek Fuel EX 8 29 - 2018","Mountain Bikes",2018,19,"3199.99"
"Baldwin Bikes","Trek Marlin 7 - 2017/2018","Mountain Bikes",2018,17,"749.99"
"Baldwin Bikes","Trek Ticket S Frame - 2018","Mountain Bikes",2018,18,"1469.99"
"Baldwin Bikes","Trek X-Caliber 8 - 2018","Mountain Bikes",2018,25,"999.99"
"Baldwin Bikes","Trek Kids' Neko - 2018","Mountain Bikes",2018,23,"469.99"
"Baldwin Bikes","Trek Fuel EX 7 29 - 2018","Mountain Bikes",2018,16,"2499.99"
"Baldwin Bikes","Surly Krampus Frameset - 2018","Mountain Bikes",2018,3,"2499.99"
"Baldwin Bikes","Surly Troll Frameset - 2018","Mountain Bikes",2018,11,"2499.99"
"Baldwin Bikes","Trek Farley Carbon Frameset - 2018","Mountain Bikes",2018,18,"999.99"
"Baldwin Bikes","Surly Krampus - 2018","Mountain Bikes",2018,4,"1499.00"
"Baldwin Bikes","Trek Kids' Dual Sport - 2018","Mountain Bikes",2018,10,"469.99"
"Baldwin Bikes","Surly Big Fat Dummy Frameset - 2018","Mountain Bikes",2018,13,"469.99"
"Baldwin Bikes","Surly Pack Rat Frameset - 2018","Mountain Bikes",2018,12,"469.99"
"Baldwin Bikes","Surly ECR 27.5 - 2018","Mountain Bikes",2018,28,"1899.00"
"Baldwin Bikes","Trek X-Caliber 7 - 2018","Mountain Bikes",2018,21,"919.99"
"Baldwin Bikes","Trek Stache Carbon Frameset - 2018","Mountain Bikes",2018,17,"919.99"
"Baldwin Bikes","Heller Bloodhound Trail - 2018","Mountain Bikes",2018,9,"2599.00"
"Baldwin Bikes","Trek Procal AL Frameset - 2018","Mountain Bikes",2018,6,"1499.99"
"Baldwin Bikes","Trek Procaliber Frameset - 2018","Mountain Bikes",2018,28,"1499.99"
"Baldwin Bikes","Trek Remedy 27.5 C Frameset - 2018","Mountain Bikes",2018,13,"1499.99"
"Baldwin Bikes","Trek X-Caliber Frameset - 2018","Mountain Bikes",2018,30,"1499.99"
"Baldwin Bikes","Trek Procaliber 6 - 2018","Mountain Bikes",2018,8,"1799.99"
"Baldwin Bikes","Heller Shagamaw GX1 - 2018","Mountain Bikes",2018,1,"2599.00"
"Baldwin Bikes","Trek Fuel EX 5 Plus - 2018","Mountain Bikes",2018,16,"2249.99"
"Baldwin Bikes","Trek Remedy 7 27.5 - 2018","Mountain Bikes",2018,24,"2999.99"
"Baldwin Bikes","Trek Remedy 9.8 27.5 - 2018","Mountain Bikes",2018,13,"4999.99"
"Baldwin Bikes","Trek Stache 5 - 2018","Mountain Bikes",2018,28,"1599.99"
"Baldwin Bikes","Trek Fuel EX 8 29 XT - 2018","Mountain Bikes",2018,24,"3199.99"
"Baldwin Bikes","Trek Domane ALR 3 - 2018","Road Bikes",2018,12,"1099.99"
"Baldwin Bikes","Trek Domane ALR 4 Disc - 2018","Road Bikes",2018,4,"1549.99"
"Baldwin Bikes","Trek Domane ALR 5 Disc - 2018","Road Bikes",2018,23,"1799.99"
"Baldwin Bikes","Trek Domane SLR 6 - 2018","Road Bikes",2018,3,"4999.99"
"Baldwin Bikes","Trek Domane ALR 5 Gravel - 2018","Road Bikes",2018,13,"1799.99"
"Baldwin Bikes","Trek Domane SL 8 Disc - 2018","Road Bikes",2018,27,"5499.99"
"Baldwin Bikes","Trek Domane SLR 8 Disc - 2018","Road Bikes",2018,22,"7499.99"
"Baldwin Bikes","Trek Emonda SL 7 - 2018","Road Bikes",2018,7,"4499.99"
"Baldwin Bikes","Trek Domane ALR 4 Disc Women's - 2018","Road Bikes",2018,2,"1549.99"
"Baldwin Bikes","Trek Domane SL 5 Disc Women's - 2018","Road Bikes",2018,21,"2499.99"
"Baldwin Bikes","Trek Domane SL 7 Women's - 2018","Road Bikes",2018,21,"4999.99"
"Baldwin Bikes","Trek Domane SLR 6 Disc Women's - 2018","Road Bikes",2018,9,"5499.99"
"Baldwin Bikes","Trek Domane SLR 9 Disc - 2018","Road Bikes",2018,21,"11999.99"
"Baldwin Bikes","Trek Domane SL Frameset - 2018","Road Bikes",2018,8,"6499.99"
"Baldwin Bikes","Trek Domane SL Frameset Women's - 2018","Road Bikes",2018,28,"6499.99"
"Baldwin Bikes","Trek CrossRip 1 - 2018","Road Bikes",2018,0,"959.99"
"Baldwin Bikes","Trek Emonda ALR 6 - 2018","Road Bikes",2018,30,"2299.99"
"Baldwin Bikes","Trek Emonda SLR 6 - 2018","Road Bikes",2018,4,"4499.99"
"Baldwin Bikes","Surly ECR - 2018","Road Bikes",2018,9,"1899.00"
"Baldwin Bikes","Trek Emonda SL 6 Disc - 2018","Road Bikes",2018,18,"2999.99"
"Baldwin Bikes","Surly Pack Rat - 2018","Road Bikes",2018,30,"1349.00"
"Baldwin Bikes","Surly Straggler 650b - 2018","Road Bikes",2018,9,"1549.00"
"Baldwin Bikes","Trek 1120 - 2018","Road Bikes",2018,6,"2499.99"
"Baldwin Bikes","Trek Domane AL 2 Women's - 2018","Road Bikes",2018,27,"749.99"
"Baldwin Bikes","Surly ECR Frameset - 2018","Road Bikes",2018,1,"749.99"
"Baldwin Bikes","Surly Straggler - 2018","Road Bikes",2018,29,"1549.00"
"Baldwin Bikes","Trek Emonda SLR 8 - 2018","Road Bikes",2018,1,"6499.99"
"Baldwin Bikes","Trek CrossRip 2 - 2018","Road Bikes",2018,2,"1299.99"
"Baldwin Bikes","Trek Domane SL 6 - 2018","Road Bikes",2018,28,"3199.99"
"Baldwin Bikes","Trek Domane ALR Disc Frameset - 2018","Road Bikes",2018,16,"3199.99"
"Baldwin Bikes","Trek Domane ALR Frameset - 2018","Road Bikes",2018,17,"3199.99"
"Baldwin Bikes","Trek Domane SLR Disc Frameset - 2018","Road Bikes",2018,8,"3199.99"
"Baldwin Bikes","Trek Domane SLR Frameset - 2018","Road Bikes",2018,0,"3199.99"
"Baldwin Bikes","Trek Madone 9 Frameset - 2018","Road Bikes",2018,26,"3199.99"
"Baldwin Bikes","Trek Domane SLR 6 Disc - 2018","Road Bikes",2018,9,"5499.99"
"Baldwin Bikes","Trek Domane AL 2 - 2018","Road Bikes",2018,1,"749.99"
"Baldwin Bikes","Trek Domane AL 3 - 2018","Road Bikes",2018,16,"919.99"
"Baldwin Bikes","Trek Domane AL 3 Women's - 2018","Road Bikes",2018,3,"919.99"
"Baldwin Bikes","Trek Domane SL 5 - 2018","Road Bikes",2018,29,"2199.99"
"Baldwin Bikes","Trek Domane SL 5 Disc - 2018","Road Bikes",2018,21,"2499.99"
"Baldwin Bikes","Trek Domane SL 5 Women's - 2018","Road Bikes",2018,26,"2199.99"
"Baldwin Bikes","Trek Domane SL 6 Disc - 2018","Road Bikes",2018,0,"3499.99"
"Baldwin Bikes","Trek Conduit+ - 2018","Electric Bikes",2018,4,"2799.99"
"Baldwin Bikes","Trek CrossRip+ - 2018","Electric Bikes",2018,16,"4499.99"
"Baldwin Bikes","Trek Neko+ - 2018","Electric Bikes",2018,10,"2799.99"
"Baldwin Bikes","Trek XM700+ Lowstep - 2018","Electric Bikes",2018,27,"3499.99"
"Baldwin Bikes","Trek Lift+ Lowstep - 2018","Electric Bikes",2018,13,"2799.99"
"Baldwin Bikes","Trek Dual Sport+ - 2018","Electric Bikes",2018,18,"2799.99"
"Baldwin Bikes","Electra Loft Go! 8i - 2018","Electric Bikes",2018,15,"2799.99"
"Baldwin Bikes","Electra Townie Go! 8i - 2017/2018","Electric Bikes",2018,0,"2599.99"
"Baldwin Bikes","Trek Lift+ - 2018","Electric Bikes",2018,21,"2799.99"
"Baldwin Bikes","Trek XM700+ - 2018","Electric Bikes",2018,15,"3499.99"
"Baldwin Bikes","Electra Townie Go! 8i Ladies' - 2018","Electric Bikes",2018,19,"2599.99"
"Baldwin Bikes","Trek Verve+ - 2018","Electric Bikes",2018,28,"2299.99"
"Baldwin Bikes","Trek Verve+ Lowstep - 2018","Electric Bikes",2018,10,"2299.99"
"Baldwin Bikes","Electra Townie Commute Go! - 2018","Electric Bikes",2018,0,"2999.99"
"Baldwin Bikes","Electra Townie Commute Go! Ladies' - 2018","Electric Bikes",2018,13,"2999.99"
"Baldwin Bikes","Trek Powerfly 5 - 2018","Electric Bikes",2018,11,"3499.99"
"Baldwin Bikes","Trek Powerfly 5 FS - 2018","Electric Bikes",2018,24,"4499.99"
"Baldwin Bikes","Trek Powerfly 5 Women's - 2018","Electric Bikes",2018,1,"3499.99"
"Baldwin Bikes","Trek Powerfly 7 FS - 2018","Electric Bikes",2018,7,"4999.99"
"Baldwin Bikes","Trek Super Commuter+ 7 - 2018","Electric Bikes",2018,25,"3599.99"
"Baldwin Bikes","Trek Super Commuter+ 8S - 2018","Electric Bikes",2018,13,"4999.99"
"Baldwin Bikes","Trek Boone 5 Disc - 2018","Cyclocross Bicycles",2018,9,"3299.99"
"Baldwin Bikes","Trek Boone 7 Disc - 2018","Cyclocross Bicycles",2018,8,"3999.99"
"Baldwin Bikes","Trek Crockett 5 Disc - 2018","Cyclocross Bicycles",2018,12,"1799.99"
"Baldwin Bikes","Trek Crockett 7 Disc - 2018","Cyclocross Bicycles",2018,11,"2999.99"
"Baldwin Bikes","Surly Straggler - 2018","Cyclocross Bicycles",2018,10,"1549.00"
"Baldwin Bikes","Surly Straggler 650b - 2018","Cyclocross Bicycles",2018,4,"1549.00"
"Baldwin Bikes","Electra Townie Original 21D - 2018","Cruisers Bicycles",2018,22,"559.99"
"Baldwin Bikes","Electra Cruiser 1 - 2016/2017/2018","Cruisers Bicycles",2018,10,"269.99"
"Baldwin Bikes","Electra Tiger Shark 3i - 2018","Cruisers Bicycles",2018,7,"899.99"
"Baldwin Bikes","Electra Queen of Hearts 3i - 2018","Cruisers Bicycles",2018,11,"749.99"
"Baldwin Bikes","Electra Super Moto 8i - 2018","Cruisers Bicycles",2018,19,"899.99"
"Baldwin Bikes","Electra Straight 8 3i - 2018","Cruisers Bicycles",2018,22,"909.99"
"Baldwin Bikes","Electra Cruiser 7D - 2016/2017/2018","Cruisers Bicycles",2018,26,"319.99"
"Baldwin Bikes","Electra Moto 3i - 2018","Cruisers Bicycles",2018,16,"639.99"
"Baldwin Bikes","Electra Cruiser 1 Ladies' - 2018","Cruisers Bicycles",2018,6,"269.99"
"Baldwin Bikes","Electra Cruiser 7D Ladies' - 2016/2018","Cruisers Bicycles",2018,12,"319.99"
"Baldwin Bikes","Electra Cruiser 1 Tall - 2016/2018","Cruisers Bicycles",2018,30,"269.99"
"Baldwin Bikes","Electra Cruiser Lux 3i - 2018","Cruisers Bicycles",2018,7,"529.99"
